gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,at,emp,ni,revt,costat
145046,2019-12-31,2019,INDL,C,D,STD,ELV,USD,77453.0000,70.6000,4807.0000,104213.0000,A
145552,2009-12-31,2009,INDL,C,D,STD,CNC,USD,1702.3640,3.9000,83.6710,4102.8640,A
145552,2010-12-31,2010,INDL,C,D,STD,CNC,USD,1943.8820,4.2000,94.8360,4448.3230,A
145552,2011-12-31,2011,INDL,C,D,STD,CNC,USD,2190.3360,5.3000,111.2180,5340.5820,A
145552,2012-12-31,2012,INDL,C,D,STD,CNC,USD,2741.6820,6.8000,1.8590,8667.6120,A
145552,2013-12-31,2013,INDL,C,D,STD,CNC,USD,3529.3000,8.8000,165.0990,10863.3290,A
145552,2014-12-31,2014,INDL,C,D,STD,CNC,USD,5838.0000,13.4000,271.0000,16560.0000,A
145552,2015-12-31,2015,INDL,C,D,STD,CNC,USD,7339.0000,18.2000,355.0000,22760.0000,A
145552,2016-12-31,2016,INDL,C,D,STD,CNC,USD,20197.0000,30.5000,562.0000,40412.0000,A
145552,2017-12-31,2017,INDL,C,D,STD,CNC,USD,21855.0000,33.7000,828.0000,48382.0000,A
145552,2018-12-31,2018,INDL,C,D,STD,CNC,USD,30901.0000,47.3000,900.0000,60116.0000,A
145552,2019-12-31,2019,INDL,C,D,STD,CNC,USD,40994.0000,56.6000,1321.0000,74639.0000,A
145701,2009-12-31,2009,INDL,C,D,STD,PFG,USD,137759.4000,14.4870,622.7000,8770.1000,A
145701,2010-12-31,2010,INDL,C,D,STD,PFG,USD,145631.1000,13.6270,699.3000,9058.7000,A
145701,2011-12-31,2011,INDL,C,D,STD,PFG,USD,148298.0000,13.5270,715.0000,8593.1000,A
145701,2012-12-31,2012,INDL,C,D,STD,PFG,USD,161926.5000,13.3730,805.9000,9095.0000,A
145701,2013-12-31,2013,INDL,C,D,STD,PFG,USD,208191.4000,14.7920,912.7000,9156.1000,A
145701,2014-12-31,2014,INDL,C,D,STD,PFG,USD,219087.0000,14.8730,1144.1000,10329.2000,A
145701,2015-12-31,2015,INDL,C,D,STD,PFG,USD,218685.9000,14.8950,1234.0000,11799.1000,A
145701,2016-12-31,2016,INDL,C,D,STD,PFG,USD,228014.3000,14.8540,1316.5000,12161.4000,A
145701,2017-12-31,2017,INDL,C,D,STD,PFG,USD,253941.2000,15.3780,2310.4000,13860.5000,A
145701,2018-12-31,2018,INDL,C,D,STD,PFG,USD,243036.1000,16.4750,1546.5000,14075.6000,A
145701,2019-12-31,2019,INDL,C,D,STD,PFG,USD,276087.8000,17.6010,1394.2000,15999.6000,A
145977,2009-12-31,2009,INDL,C,D,STD,AAP,USD,3072.9630,49.0000,270.3730,5412.6230,A
145977,2010-12-31,2010,INDL,C,D,STD,AAP,USD,3354.2170,51.0170,346.0530,5925.2030,A
145977,2011-12-31,2011,INDL,C,D,STD,AAP,USD,3655.7540,52.0020,394.6820,6170.4620,A
145977,2012-12-31,2012,INDL,C,D,STD,AAP,USD,4613.8140,53.4730,387.6700,6205.0030,A
145977,2013-12-31,2013,INDL,C,D,STD,AAP,USD,5564.7740,54.2780,391.7580,6493.8140,A
145977,2014-12-31,2014,INDL,C,D,STD,AAP,USD,7962.3580,73.0000,493.8250,9843.8610,A
145977,2015-12-31,2015,INDL,C,D,STD,AAP,USD,8134.5650,73.0000,473.3980,9737.0180,A
145977,2016-12-31,2016,INDL,C,D,STD,AAP,USD,8315.0330,74.0000,459.6220,9567.6790,A
145977,2017-12-31,2017,INDL,C,D,STD,AAP,USD,8482.3010,71.0000,475.5050,9373.7840,A
145977,2018-12-31,2018,INDL,C,D,STD,AAP,USD,9040.6480,71.0000,423.8470,9580.5540,A
145977,2019-12-31,2019,INDL,C,D,STD,AAP,USD,11248.5250,67.0000,486.8960,9709.0030,A
147579,2009-12-31,2009,INDL,C,D,STD,NFLX,USD,679.7340,4.0800,115.8600,1670.2690,A
147579,2010-12-31,2010,INDL,C,D,STD,NFLX,USD,982.0670,4.3290,160.8530,2162.6250,A
147579,2011-12-31,2011,INDL,C,D,STD,NFLX,USD,3069.1960,2.9270,226.1260,3204.5770,A
147579,2012-12-31,2012,INDL,C,D,STD,NFLX,USD,3967.8900,2.4290,17.1520,3609.2820,A
147579,2013-12-31,2013,INDL,C,D,STD,NFLX,USD,5412.5630,2.3270,112.4030,4374.5620,A
147579,2014-12-31,2014,INDL,C,D,STD,NFLX,USD,7056.6510,2.4500,266.7990,5504.6560,A
147579,2015-12-31,2015,INDL,C,D,STD,NFLX,USD,10202.8710,3.7000,122.6410,6779.5110,A
147579,2016-12-31,2016,INDL,C,D,STD,NFLX,USD,13586.6100,4.7000,186.6780,8830.6690,A
147579,2017-12-31,2017,INDL,C,D,STD,NFLX,USD,19012.7420,5.5000,558.9290,11692.7130,A
147579,2018-12-31,2018,INDL,C,D,STD,NFLX,USD,25974.4000,7.1000,1211.2420,15794.3410,A
147579,2019-12-31,2019,INDL,C,D,STD,NFLX,USD,33975.7120,8.6000,1866.9160,20156.4470,A
148349,2009-09-30,2009,INDL,C,D,STD,TDG,USD,2454.4400,2.0000,162.9020,761.5520,A
148349,2010-09-30,2010,INDL,C,D,STD,TDG,USD,2677.8180,2.4000,163.4450,827.6540,A
148349,2011-09-30,2011,INDL,C,D,STD,TDG,USD,4513.6360,3.8000,172.1340,1206.0210,A
148349,2012-09-30,2012,INDL,C,D,STD,TDG,USD,5459.6170,5.4000,324.9690,1700.2080,A
148349,2013-09-30,2013,INDL,C,D,STD,TDG,USD,6148.8790,6.1000,302.7890,1924.4000,A
148349,2014-09-30,2014,INDL,C,D,STD,TDG,USD,6756.8480,7.3000,306.9100,2372.9060,A
148349,2015-09-30,2015,INDL,C,D,STD,TDG,USD,8427.0500,8.2000,447.2120,2707.1150,A
148349,2016-09-30,2016,INDL,C,D,STD,TDG,USD,10726.2770,9.3000,586.4140,3171.4110,A
148349,2017-09-30,2017,INDL,C,D,STD,TDG,USD,9975.6610,9.2000,596.8870,3504.2860,A
148349,2018-09-30,2018,INDL,C,D,STD,TDG,USD,12197.4670,10.1000,957.0620,3811.1260,A
148349,2019-09-30,2019,INDL,C,D,STD,TDG,USD,16254.7310,18.3000,889.7700,5223.2030,A
149070,2009-12-31,2009,INDL,C,D,STD,CME,USD,35651.0000,2.2600,825.8000,2615.6000,A
149070,2010-12-31,2010,INDL,C,D,STD,CME,USD,35046.1000,2.5700,951.4000,3003.7000,A
149070,2011-12-31,2011,INDL,C,D,STD,CME,USD,40758.7000,2.7400,1812.3000,3270.8000,A
149070,2012-12-31,2012,INDL,C,D,STD,CME,USD,38863.2000,2.6000,896.3000,2914.6000,A
149070,2013-12-31,2013,INDL,C,D,STD,CME,USD,54277.8000,2.7300,976.8000,2931.2000,A
149070,2014-12-31,2014,INDL,C,D,STD,CME,USD,72241.5000,2.6800,1127.1000,3112.5000,A
149070,2015-12-31,2015,INDL,C,D,STD,CME,USD,67371.5000,2.5300,1247.0000,3326.8000,A
149070,2016-12-31,2016,INDL,C,D,STD,CME,USD,69369.4000,2.7000,1534.1000,3600.7000,A
149070,2017-12-31,2017,INDL,C,D,STD,CME,USD,75791.2000,2.8300,4063.4000,3644.7000,A
149070,2018-12-31,2018,INDL,C,D,STD,CME,USD,77475.7000,4.5900,1962.2000,4309.4000,A
149070,2019-12-31,2019,INDL,C,D,STD,CME,USD,75215.3000,4.3600,2116.5000,4868.0000,A
149318,2009-12-31,2009,INDL,C,D,STD,WYNN,USD,7581.7690,18.9000,20.6540,3045.6110,A
149318,2010-12-31,2010,INDL,C,D,STD,WYNN,USD,6674.4970,16.4050,160.1270,4184.6980,A
149318,2011-12-31,2011,INDL,C,D,STD,WYNN,USD,6899.4960,16.4000,613.3710,5269.7920,A
149318,2012-12-31,2012,INDL,C,D,STD,WYNN,USD,7276.5940,16.0000,502.0360,5154.2840,A
149318,2013-12-31,2013,INDL,C,D,STD,WYNN,USD,8377.0300,16.5000,728.6520,5620.9360,A
149318,2014-12-31,2014,INDL,C,D,STD,WYNN,USD,9062.8610,16.8000,731.5540,5433.6610,A
149318,2015-12-31,2015,INDL,C,D,STD,WYNN,USD,10522.2590,20.8000,195.2900,4075.8830,A
149318,2016-12-31,2016,INDL,C,D,STD,WYNN,USD,11953.5570,24.6000,241.9750,4466.2970,A
149318,2017-12-31,2017,INDL,C,D,STD,WYNN,USD,12681.7390,25.2000,747.1810,6306.3680,A
149318,2018-12-31,2018,INDL,C,D,STD,WYNN,USD,13216.2690,26.0000,572.4300,6706.9600,A
149318,2019-12-31,2019,INDL,C,D,STD,WYNN,USD,13871.2810,30.2000,122.9850,6611.0990,A
149337,2009-12-31,2009,INDL,C,D,STD,NDAQ,USD,10722.0000,2.2160,266.0000,3409.0000,A
149337,2010-12-31,2010,INDL,C,D,STD,NDAQ,USD,16207.0000,2.3950,395.0000,3197.0000,A
149337,2011-12-31,2011,INDL,C,D,STD,NDAQ,USD,14091.0000,2.4330,387.0000,3438.0000,A
149337,2012-12-31,2012,INDL,C,D,STD,NDAQ,USD,9132.0000,2.5060,352.0000,3108.0000,A
149337,2013-12-31,2013,INDL,C,D,STD,NDAQ,USD,12577.0000,3.3650,385.0000,3211.0000,A
149337,2014-12-31,2014,INDL,C,D,STD,NDAQ,USD,12087.0000,3.6870,414.0000,3500.0000,A
149337,2015-12-31,2015,INDL,C,D,STD,NDAQ,USD,11861.0000,3.8240,428.0000,3403.0000,A
149337,2016-12-31,2016,INDL,C,D,STD,NDAQ,USD,14150.0000,4.3250,108.0000,3705.0000,A
149337,2017-12-31,2017,INDL,C,D,STD,NDAQ,USD,15786.0000,4.7340,734.0000,3965.0000,A
149337,2018-12-31,2018,INDL,C,D,STD,NDAQ,USD,15700.0000,4.0990,458.0000,4277.0000,A
149337,2019-12-31,2019,INDL,C,D,STD,NDAQ,USD,13924.0000,4.3610,774.0000,4262.0000,A
150937,2009-06-30,2009,INDL,C,D,STD,STX,USD,7087.0000,47.0000,-3086.0000,9805.0000,A
150937,2010-06-30,2010,INDL,C,D,STD,STX,USD,8247.0000,52.6000,1609.0000,11395.0000,A
150937,2011-06-30,2011,INDL,C,D,STD,STX,USD,9225.0000,52.7000,511.0000,10971.0000,A
150937,2012-06-30,2012,INDL,C,D,STD,STX,USD,10106.0000,57.9000,2862.0000,14939.0000,A
150937,2013-06-30,2013,INDL,C,D,STD,STX,USD,9243.0000,53.2000,1838.0000,14351.0000,A
150937,2014-06-30,2014,INDL,C,D,STD,STX,USD,9492.0000,52.1000,1570.0000,13724.0000,A
150937,2015-06-30,2015,INDL,C,D,STD,STX,USD,9845.0000,52.3500,1742.0000,13739.0000,A
150937,2016-06-30,2016,INDL,C,D,STD,STX,USD,8252.0000,45.5000,248.0000,11160.0000,A
150937,2017-06-30,2017,INDL,C,D,STD,STX,USD,9268.0000,41.0000,772.0000,10771.0000,A
150937,2018-06-30,2018,INDL,C,D,STD,STX,USD,9410.0000,43.0000,1182.0000,11184.0000,A
150937,2019-06-30,2019,INDL,C,D,STD,STX,USD,8885.0000,40.5000,2012.0000,10390.0000,A
152149,2009-12-31,2009,INDL,C,D,STD,MOH,USD,1245.2350,2.8000,30.8680,3669.3560,A
152149,2010-12-31,2010,INDL,C,D,STD,MOH,USD,1509.2140,4.2000,54.9700,4085.9770,A
152149,2011-12-31,2011,INDL,C,D,STD,MOH,USD,1652.1460,5.2000,20.8180,4769.9400,A
152149,2012-12-31,2012,INDL,C,D,STD,MOH,USD,1934.8220,5.8000,9.7900,6028.7630,A
152149,2013-12-31,2013,INDL,C,D,STD,MOH,USD,3002.9370,8.2000,52.9290,6588.9340,A
152149,2014-12-31,2014,INDL,C,D,STD,MOH,USD,4477.2150,10.5000,62.2230,9666.6010,A
152149,2015-12-31,2015,INDL,C,D,STD,MOH,USD,6576.0000,21.0000,143.0000,14178.0000,A
152149,2016-12-31,2016,INDL,C,D,STD,MOH,USD,7449.0000,21.0000,52.0000,17782.0000,A
152149,2017-12-31,2017,INDL,C,D,STD,MOH,USD,8471.0000,20.0000,-512.0000,19883.0000,A
152149,2018-12-31,2018,INDL,C,D,STD,MOH,USD,7154.0000,11.0000,707.0000,18890.0000,A
152149,2019-12-31,2019,INDL,C,D,STD,MOH,USD,6787.0000,10.0000,737.0000,16829.0000,A
155394,2009-12-31,2009,INDL,C,D,STD,LKQ,USD,2020.1210,10.0000,127.5210,2047.9420,A
155394,2010-12-31,2010,INDL,C,D,STD,LKQ,USD,2299.5090,12.0000,169.0710,2469.8810,A
155394,2011-12-31,2011,INDL,C,D,STD,LKQ,USD,3199.7040,17.9000,210.2640,3269.8620,A
155394,2012-12-31,2012,INDL,C,D,STD,LKQ,USD,3723.4560,20.3000,261.2250,4122.9300,A
155394,2013-12-31,2013,INDL,C,D,STD,LKQ,USD,4518.7740,23.8000,311.6230,5062.5280,A
155394,2014-12-31,2014,INDL,C,D,STD,LKQ,USD,5573.4920,29.5000,381.5190,6740.0640,A
155394,2015-12-31,2015,INDL,C,D,STD,LKQ,USD,5647.8370,31.1000,423.2230,7192.6330,A
155394,2016-12-31,2016,INDL,C,D,STD,LKQ,USD,8303.1990,42.5000,463.9750,8584.0310,A
155394,2017-12-31,2017,INDL,C,D,STD,LKQ,USD,9366.8720,43.0000,533.7440,9736.9090,A
155394,2018-12-31,2018,INDL,C,D,STD,LKQ,USD,11393.4020,51.0000,480.1180,11876.6740,A
155394,2019-12-31,2019,INDL,C,D,STD,LKQ,USD,12779.9560,51.0000,541.2600,12506.1090,A
157057,2009-12-31,2009,INDL,C,D,STD,AIZ,USD,25841.7960,15.0000,430.5740,8561.7380,A
157057,2010-12-31,2010,INDL,C,D,STD,AIZ,USD,26397.0180,14.0000,279.1770,8527.7220,A
157057,2011-12-31,2011,INDL,C,D,STD,AIZ,USD,27115.4450,14.1000,545.8390,8272.8040,A
157057,2012-12-31,2012,INDL,C,D,STD,AIZ,USD,28946.6070,14.6000,483.7050,8475.0700,A
157057,2013-12-31,2013,INDL,C,D,STD,AIZ,USD,29714.6890,16.6000,488.9070,9047.6570,A
157057,2014-12-31,2014,INDL,C,D,STD,AIZ,USD,31562.4660,17.6000,470.9070,10381.6530,A
157057,2015-12-31,2015,INDL,C,D,STD,AIZ,USD,30043.1280,16.7000,141.5550,10308.7210,A
157057,2016-12-31,2016,INDL,C,D,STD,AIZ,USD,29709.1280,14.7000,565.3500,7355.4750,A
157057,2017-12-31,2017,INDL,C,D,STD,AIZ,USD,31843.0000,14.7500,519.6000,6415.0000,A
157057,2018-12-31,2018,INDL,C,D,STD,AIZ,USD,41089.3000,14.7500,251.0000,8054.5000,A
157057,2019-12-31,2019,INDL,C,D,STD,AIZ,USD,44291.2000,14.2000,382.6000,10086.8000,A
157855,2009-01-31,2008,INDL,C,D,STD,CRM,USD,1479.8220,3.5660,43.4280,1076.7690,A
157855,2010-01-31,2009,INDL,C,D,STD,CRM,USD,2460.2010,3.9690,80.7190,1305.5830,A
157855,2011-01-31,2010,INDL,C,D,STD,CRM,USD,3091.1650,5.3060,64.4740,1657.1390,A
157855,2012-01-31,2011,INDL,C,D,STD,CRM,USD,4164.1540,7.7850,-11.5720,2266.5390,A
157855,2013-01-31,2012,INDL,C,D,STD,CRM,USD,5528.9560,9.8010,-270.4450,3050.1950,A
157855,2014-01-31,2013,INDL,C,D,STD,CRM,USD,9152.9300,13.3120,-232.1750,4071.0030,A
157855,2015-01-31,2014,INDL,C,D,STD,CRM,USD,10692.9820,16.2270,-262.6880,5373.5860,A
157855,2016-01-31,2015,INDL,C,D,STD,CRM,USD,12770.7720,19.7420,-47.4260,6667.2160,A
157855,2017-01-31,2016,INDL,C,D,STD,CRM,USD,17584.9230,25.1780,179.6320,8391.9840,A
157855,2018-01-31,2017,INDL,C,D,STD,CRM,USD,21009.8020,29.4010,127.4780,10480.0120,A
157855,2019-01-31,2018,INDL,C,D,STD,CRM,USD,30737.0000,35.9950,1110.0000,13282.0000,A
157855,2020-01-31,2019,INDL,C,D,STD,CRM,USD,55126.0000,49.7030,126.0000,17098.0000,A
158742,2009-12-31,2009,INDL,C,D,STD,MKTX,USD,277.2860,0.2120,16.1020,114.4390,A
158742,2010-12-31,2010,INDL,C,D,STD,MKTX,USD,299.5210,0.2290,31.4280,146.2280,A
158742,2011-12-31,2011,INDL,C,D,STD,MKTX,USD,349.4580,0.2320,47.7040,181.0990,A
158742,2012-12-31,2012,INDL,C,D,STD,MKTX,USD,279.8410,0.2400,60.0690,198.2040,A
158742,2013-12-31,2013,INDL,C,D,STD,MKTX,USD,351.5780,0.2930,76.0160,238.7330,A
158742,2014-12-31,2014,INDL,C,D,STD,MKTX,USD,379.8840,0.3030,74.8060,261.8740,A
158742,2015-12-31,2015,INDL,C,D,STD,MKTX,USD,439.0410,0.3420,96.0370,303.0980,A
158742,2016-12-31,2016,INDL,C,D,STD,MKTX,USD,528.0420,0.3830,126.1720,369.9190,A
158742,2017-12-31,2017,INDL,C,D,STD,MKTX,USD,581.2320,0.4290,148.0890,397.4710,A
158742,2018-12-31,2018,INDL,C,D,STD,MKTX,USD,695.5390,0.4540,172.8520,441.6770,A
158742,2019-12-31,2019,INDL,C,D,STD,MKTX,USD,954.9300,0.5270,204.9020,519.4150,A
160211,2009-12-31,2009,INDL,C,D,STD,DPZ,USD,453.7610,10.2000,79.7440,1404.0570,A
160211,2010-12-31,2010,INDL,C,D,STD,DPZ,USD,460.8370,10.9000,87.9170,1570.8940,A
160211,2011-12-31,2011,INDL,C,D,STD,DPZ,USD,480.5430,10.0000,105.3610,1652.1930,A
160211,2012-12-31,2012,INDL,C,D,STD,DPZ,USD,478.1970,10.0000,112.3920,1678.4390,A
160211,2013-12-31,2013,INDL,C,D,STD,DPZ,USD,525.2550,10.0000,142.9850,1802.2230,A
160211,2014-12-31,2014,INDL,C,D,STD,DPZ,USD,619.2800,11.0000,162.5870,1993.8330,A
160211,2015-12-31,2015,INDL,C,D,STD,DPZ,USD,799.8450,11.9000,192.7890,2216.5280,A
160211,2016-12-31,2016,INDL,C,D,STD,DPZ,USD,716.2950,14.1000,214.6780,2472.6280,A
160211,2017-12-31,2017,INDL,C,D,STD,DPZ,USD,836.7530,14.1000,277.9050,2787.9790,A
160211,2018-12-31,2018,INDL,C,D,STD,DPZ,USD,907.3850,14.5000,361.9720,3432.8670,A
160211,2019-12-31,2019,INDL,C,D,STD,DPZ,USD,1382.0920,13.1000,400.7090,3618.7740,A
160225,2009-12-31,2009,INDL,C,D,STD,MA,USD,7470.2790,5.1000,1462.5320,5098.6840,A
160225,2010-12-31,2010,INDL,C,D,STD,MA,USD,8837.0000,5.6000,1846.0000,5539.0000,A
160225,2011-12-31,2011,INDL,C,D,STD,MA,USD,10693.0000,6.7000,1906.0000,6714.0000,A
160225,2012-12-31,2012,INDL,C,D,STD,MA,USD,12462.0000,7.5000,2759.0000,7391.0000,A
160225,2013-12-31,2013,INDL,C,D,STD,MA,USD,14242.0000,8.2000,3116.0000,8346.0000,A
160225,2014-12-31,2014,INDL,C,D,STD,MA,USD,15329.0000,10.3000,3617.0000,9473.0000,A
160225,2015-12-31,2015,INDL,C,D,STD,MA,USD,16269.0000,11.3000,3808.0000,9667.0000,A
160225,2016-12-31,2016,INDL,C,D,STD,MA,USD,18675.0000,11.9000,4059.0000,10776.0000,A
160225,2017-12-31,2017,INDL,C,D,STD,MA,USD,21329.0000,13.4000,3915.0000,12497.0000,A
160225,2018-12-31,2018,INDL,C,D,STD,MA,USD,24860.0000,14.8000,5859.0000,14950.0000,A
160225,2019-12-31,2019,INDL,C,D,STD,MA,USD,29236.0000,18.6000,8118.0000,16883.0000,A
160329,2009-12-31,2009,INDL,C,D,STD,GOOGL,USD,40496.7780,19.8350,6520.4480,23650.5630,A
160329,2010-12-31,2010,INDL,C,D,STD,GOOGL,USD,57851.0000,24.4000,8505.0000,29321.0000,A
160329,2011-12-31,2011,INDL,C,D,STD,GOOGL,USD,72574.0000,32.4670,9737.0000,37905.0000,A
160329,2012-12-31,2012,INDL,C,D,STD,GOOGL,USD,93798.0000,53.8610,10737.0000,50175.0000,A
160329,2013-12-31,2013,INDL,C,D,STD,GOOGL,USD,110920.0000,47.7560,12920.0000,59825.0000,A
160329,2014-12-31,2014,INDL,C,D,STD,GOOGL,USD,131133.0000,53.6000,14444.0000,66001.0000,A
160329,2015-12-31,2015,INDL,C,D,STD,GOOGL,USD,147461.0000,61.8140,16348.0000,74989.0000,A
160329,2016-12-31,2016,INDL,C,D,STD,GOOGL,USD,167497.0000,72.0530,19478.0000,90272.0000,A
160329,2017-12-31,2017,INDL,C,D,STD,GOOGL,USD,197295.0000,80.1100,12662.0000,110855.0000,A
160329,2018-12-31,2018,INDL,C,D,STD,GOOGL,USD,232792.0000,98.7710,30736.0000,136819.0000,A
160329,2019-12-31,2019,INDL,C,D,STD,GOOGL,USD,275909.0000,118.8990,34343.0000,161857.0000,A
160479,2009-12-31,2009,INDL,C,D,STD,EXR,USD,2407.5560,2.0010,31.9770,293.8720,A
160479,2010-12-31,2010,INDL,C,D,STD,EXR,USD,2248.4680,2.1250,26.3310,293.9980,A
160479,2011-12-31,2011,INDL,C,D,STD,EXR,USD,2516.2500,2.2390,50.4490,342.9940,A
160479,2012-12-31,2012,INDL,C,D,STD,EXR,USD,3223.4770,2.2830,117.3090,457.5510,A
160479,2013-12-31,2013,INDL,C,D,STD,EXR,USD,3977.1400,2.5840,172.0760,583.8970,A
160479,2014-12-31,2014,INDL,C,D,STD,EXR,USD,4402.1070,2.6430,178.3550,668.1750,A
160479,2015-12-31,2015,INDL,C,D,STD,EXR,USD,6071.4070,3.2090,189.4740,805.7890,A
160479,2016-12-31,2016,INDL,C,D,STD,EXR,USD,7091.4460,3.2870,366.1270,1084.9670,A
160479,2017-12-31,2017,INDL,C,D,STD,EXR,USD,7455.1370,3.3800,479.0130,1127.0760,A
160479,2018-12-31,2018,INDL,C,D,STD,EXR,USD,7847.9780,3.6240,415.2890,1216.3480,A
160479,2019-12-31,2019,INDL,C,D,STD,EXR,USD,8532.3770,4.0480,419.9670,1327.1950,A
160776,2009-12-31,2009,INDL,C,D,STD,SBNY,USD,9146.1120,0.6140,62.7260,420.7670,A
160776,2010-12-31,2010,INDL,C,D,STD,SBNY,USD,11673.0890,0.6600,102.0510,509.1780,A
160776,2011-12-31,2011,INDL,C,D,STD,SBNY,USD,14666.1200,0.7200,149.5260,622.5540,A
160776,2012-12-31,2012,INDL,C,D,STD,SBNY,USD,17456.0570,0.8440,185.4830,696.7950,A
160776,2013-12-31,2013,INDL,C,D,STD,SBNY,USD,22376.6630,0.9450,228.7440,787.1610,A
160776,2014-12-31,2014,INDL,C,D,STD,SBNY,USD,27318.6400,1.0100,296.7040,959.2550,A
160776,2015-12-31,2015,INDL,C,D,STD,SBNY,USD,33450.5450,1.1220,373.0650,1144.0520,A
160776,2016-12-31,2016,INDL,C,D,STD,SBNY,USD,39047.6110,1.2180,396.3240,1359.9010,A
160776,2017-12-31,2017,INDL,C,D,STD,SBNY,USD,43117.7200,1.3050,387.2090,1506.2100,A
160776,2018-12-31,2018,INDL,C,D,STD,SBNY,USD,47364.8160,1.3930,505.3420,1732.1980,A
160776,2019-12-31,2019,INDL,C,D,STD,SBNY,USD,50616.4340,1.4720,588.9260,1939.6240,A
160888,2009-12-31,2009,INDL,C,D,STD,MPWR,USD,241.8210,0.6920,19.6740,165.0080,A
160888,2010-12-31,2010,INDL,C,D,STD,MPWR,USD,281.6030,0.8890,29.5630,218.8400,A
160888,2011-12-31,2011,INDL,C,D,STD,MPWR,USD,273.8670,0.9220,13.3010,196.5190,A
160888,2012-12-31,2012,INDL,C,D,STD,MPWR,USD,287.1620,0.9930,15.7560,213.8130,A
160888,2013-12-31,2013,INDL,C,D,STD,MPWR,USD,368.9080,1.1050,22.8980,238.0910,A
160888,2014-12-31,2014,INDL,C,D,STD,MPWR,USD,399.3660,1.1780,35.4950,282.5350,A
160888,2015-12-31,2015,INDL,C,D,STD,MPWR,USD,431.2850,1.2600,35.1720,333.0670,A
160888,2016-12-31,2016,INDL,C,D,STD,MPWR,USD,511.1260,1.4170,52.7200,388.6650,A
160888,2017-12-31,2017,INDL,C,D,STD,MPWR,USD,652.5690,1.5340,65.2030,470.9290,A
160888,2018-12-31,2018,INDL,C,D,STD,MPWR,USD,793.4320,1.7370,105.2680,582.3820,A
160888,2019-12-31,2019,INDL,C,D,STD,MPWR,USD,956.3750,2.0020,108.8390,627.9210,A
160991,2009-12-31,2009,INDL,C,D,STD,DLR,USD,3745.0590,0.2640,87.6620,640.0670,A
160991,2010-12-31,2010,INDL,C,D,STD,DLR,USD,5329.4830,0.4540,102.2940,871.2710,A
160991,2011-12-31,2011,INDL,C,D,STD,DLR,USD,6098.5660,0.5320,156.2650,1070.9220,A
160991,2012-12-31,2012,INDL,C,D,STD,DLR,USD,8819.2140,0.7020,210.3340,1289.0940,A
160991,2013-12-31,2013,INDL,C,D,STD,DLR,USD,9685.7450,0.7840,314.4880,1492.1940,A
160991,2014-12-31,2014,INDL,C,D,STD,DLR,USD,9526.7840,0.8600,200.1830,1632.3900,A
160991,2015-12-31,2015,INDL,C,D,STD,DLR,USD,11451.2670,1.2950,296.6890,1776.4460,A
160991,2016-12-31,2016,INDL,C,D,STD,DLR,USD,12192.5850,1.3450,426.1870,2154.7530,A
160991,2017-12-31,2017,INDL,C,D,STD,DLR,USD,21404.3450,1.4360,248.2590,2487.0990,A
160991,2018-12-31,2018,INDL,C,D,STD,DLR,USD,23766.6950,1.5300,331.2460,3082.9380,A
160991,2019-12-31,2019,INDL,C,D,STD,DLR,USD,23068.1310,1.5500,579.7610,3283.3080,A
161844,2009-12-31,2009,INDL,C,D,STD,LVS,USD,20572.1060,27.0000,-354.4790,4563.1050,A
161844,2010-12-31,2010,INDL,C,D,STD,LVS,USD,21044.3080,34.0000,599.3940,6853.1820,A
161844,2011-12-31,2011,INDL,C,D,STD,LVS,USD,22244.1230,40.0000,1560.1230,9410.7450,A
161844,2012-12-31,2012,INDL,C,D,STD,LVS,USD,22163.6520,46.0000,1524.0930,11131.1320,A
161844,2013-12-31,2013,INDL,C,D,STD,LVS,USD,22724.2640,48.5000,2305.9970,13769.8850,A
161844,2014-12-31,2014,INDL,C,D,STD,LVS,USD,22361.6910,48.5000,2840.6290,14583.8490,A
161844,2015-12-31,2015,INDL,C,D,STD,LVS,USD,20987.4210,46.5000,1966.2360,11688.4610,A
161844,2016-12-31,2016,INDL,C,D,STD,LVS,USD,20469.0000,49.0000,1670.0000,11410.0000,A
161844,2017-12-31,2017,INDL,C,D,STD,LVS,USD,20687.0000,50.5000,2806.0000,12882.0000,A
161844,2018-12-31,2018,INDL,C,D,STD,LVS,USD,22547.0000,51.5000,2413.0000,13729.0000,A
161844,2019-12-31,2019,INDL,C,D,STD,LVS,USD,23199.0000,50.0000,2698.0000,13739.0000,A
162129,2009-05-31,2008,INDL,C,D,STD,MOS,USD,12676.2000,7.5000,2350.2000,10298.0000,A
162129,2010-05-31,2009,INDL,C,D,STD,MOS,USD,12707.7000,7.5000,827.1000,6759.1000,A
162129,2011-05-31,2010,INDL,C,D,STD,MOS,USD,15786.9000,7.7000,2514.6000,9937.8000,A
162129,2012-05-31,2011,INDL,C,D,STD,MOS,USD,16690.4000,8.0000,1930.2000,11112.8000,A
162129,2013-05-31,2012,INDL,C,D,STD,MOS,USD,18086.0000,8.4000,1888.7000,9974.1000,A
162129,2013-12-31,2013,INDL,C,D,STD,MOS,USD,19554.0000,8.2000,825.9000,7458.1000,A
162129,2014-12-31,2014,INDL,C,D,STD,MOS,USD,18283.0000,9.1000,1028.6000,9055.8000,A
