EXECRANK,CO_PER_ROL,CONAME,CEOANN,SALARY,BONUS,TOTAL_SEC,TOTAL_CURR,TOTAL_ALT1,TOTAL_ALT2,TERM_PYMT,TDC1,TDC2,SAL_PCT,TOTAL_CURR_PCT,TOTAL_SEC_PCT,TOTAL_ALT1_PCT,TOTAL_ALT2_PCT,TDC1_PCT,TDC2_PCT,RET_YRS,GVKEY,YEAR,BECAMECEO,JOINED_CO,REJOIN,LEFTOFC,LEFTCO,RELEFT,PCEO,REASON,EXEC_LNAME,EXEC_FNAME,GENDER,CUSIP,TICKER,SIC
,28530,HONEYWELL INTERNATIONAL INC,,1050,1300,8465.384,2350,8465.384,7623.676,21045.996,8065.006,6617.065,0,123.81,75.694,75.694,84.858,83.777,160.184,,001300,2010,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,38781,HONEYWELL INTERNATIONAL INC,,550,750,10092.186,1300,10092.186,2162.213,1715.405,9951.321,8888.804,0,136.364,269.409,269.409,100.379,285.337,531.195,,001300,2010,,,,,,,,,Kramvis,Andreas,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,660,700,6408.363,1360,6408.363,2523.048,2256.336,5695.716,3820.416,,,,,,,,,001300,2010,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1800,4300,37842.723,6100,37842.723,58259.387,19778.764,35813.31,48902.696,0,0,87.768,87.768,233.453,135.351,290.145,,001300,2011,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,900,1225,13080.225,2125,13080.225,11641.6,5447.155,11338.179,7886.929,0,3.659,42.803,42.803,222.203,45.461,47.726,,001300,2011,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,1050,1300,11824.093,2350,11824.093,10066.89,22249.883,11449.244,9692.041,0,0,39.676,39.676,32.048,41.962,46.47,,001300,2011,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,38781,HONEYWELL INTERNATIONAL INC,,623.846,875,7459.461,1498.846,7459.461,6840.806,2042.24,7316.182,5119.932,13.427,15.296,-26.087,-26.087,216.38,-26.48,-42.4,,001300,2011,,,,,,,,,Kramvis,Andreas,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,763.385,800,8381.043,1563.385,8381.043,6731.742,3018.902,7466.477,4830.977,15.664,14.955,30.783,30.783,166.81,31.089,26.452,,001300,2011,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1800,4800,33247.178,6600,33247.178,84834.008,18925.1,16765.328,30072.388,0,8.197,-12.144,-12.144,45.614,-53.187,-38.506,,001300,2012,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,900,1225,8918.239,2125,8918.239,18685.545,5455.095,7805.804,17801.458,0,0,-31.819,-31.819,60.507,-31.155,125.708,,001300,2012,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,1050,1200,9076.138,2250,9076.138,13326.125,24149.549,8564.599,12615.374,0,-4.255,-23.24,-23.24,32.376,-25.195,30.162,,001300,2012,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,38781,HONEYWELL INTERNATIONAL INC,,687.5,950,6161.594,1637.5,6161.594,4969.252,2199.849,5970.086,5712.836,10.203,9.251,-17.399,-17.399,-27.359,-18.399,11.58,,001300,2012,,,,,,,,,Kramvis,Andreas,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,818.75,900,8116.737,1718.75,8116.737,4627.809,3242.792,6676.029,4851.014,7.253,9.938,-3.154,-3.154,-31.254,-10.587,0.415,,001300,2012,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1800,5200,25973.246,7000,25973.246,47403.506,18702.036,25973.246,47403.506,0,6.061,-21.878,-21.878,-44.122,54.922,57.631,,001300,2013,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,900,1225,7364.103,2125,7364.103,20068.21,5452.344,7364.103,16623.783,0,0,-17.426,-17.426,7.4,-5.659,-6.616,,001300,2013,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,1050,1200,22061.462,2250,22061.462,47799.552,3167.514,7235.579,32973.669,0,0,143.071,143.071,258.691,-15.518,161.377,,001300,2013,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,38781,HONEYWELL INTERNATIONAL INC,,700,950,6407.554,1650,6407.554,16834.58,2206.719,6315.087,13925.382,1.818,0.763,3.992,3.992,238.775,5.779,143.756,,001300,2013,,,,,,,,,Kramvis,Andreas,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,825,800,7137.453,1625,7137.453,9603.5,3160.353,6478.253,6209.189,0.763,-5.455,-12.065,-12.065,107.517,-2.962,27.998,,001300,2013,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1865.769,5500,29142.121,7365.769,29142.121,50722.121,19077.632,23567.832,45147.832,3.654,5.225,12.201,12.201,7.001,-9.261,-4.758,,001300,2014,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,398.077,510,2762.628,908.077,2762.628,41395.037,0,1182.507,35870.38,-55.769,-57.267,-62.485,-62.485,106.272,-83.942,115.777,,001300,2014,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,1050,1200,11589.729,2250,11160.57,21278.285,3167.074,8185.229,13156.763,0,0,-47.466,-49.411,-55.484,13.125,-60.099,,001300,2014,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,38781,HONEYWELL INTERNATIONAL INC,,806.731,950,7884.441,1756.731,6972.091,15884.638,2690.02,6741.273,5368.393,15.247,6.469,23.049,8.81,-5.643,6.749,-61.449,,001300,2014,,,,,,,,,Kramvis,Andreas,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,878.365,800,9567.785,1678.365,9567.785,5160.044,3095.547,7643.685,5848.843,6.468,3.284,34.05,34.05,-46.269,17.99,-5.803,,001300,2014,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,50000,HONEYWELL INTERNATIONAL INC,,754.75,700,5758.304,1454.75,5758.304,2429.311,2433.887,5649.514,4013.514,,,,,,,,,001300,2014,,,,,,,,,Szlosek,Thomas,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1890,5700,34527.344,7590,34527.344,67260.344,19338.354,33760.446,66493.446,1.299,3.044,18.479,18.479,32.606,43.248,47.279,,001300,2015,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,1050,1300,9979.165,2350,9979.165,17098.834,3161.376,9889.119,13185.501,0,4.444,-13.896,-10.586,-19.642,20.817,0.218,,001300,2015,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,38781,HONEYWELL INTERNATIONAL INC,,850,1050,8111.661,1900,8111.661,11372.348,2661.215,7934.709,9106.475,5.363,8.155,2.882,16.345,-28.407,17.703,69.631,,001300,2015,,,,,,,,,Kramvis,Andreas,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,907.462,900,9527.196,1807.462,9527.196,8980.87,2819.04,8695.866,5680.616,3.313,7.692,-0.424,-0.424,74.046,13.765,-2.876,,001300,2015,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,50000,HONEYWELL INTERNATIONAL INC,,829.077,850,7089.916,1679.077,7089.916,11776.191,2543.369,6937.376,5711.366,9.848,15.42,23.125,23.125,384.754,22.796,42.303,,001300,2015,,,,,,,,,Szlosek,Thomas,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1890,5700,21261.501,7590,21261.501,60055.091,18831.968,17628.542,56422.132,0,0,-38.421,-38.421,-10.712,-47.783,-15.146,,001300,2016,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,917.019,850,9560.314,1767.019,9560.314,7943.652,3028.101,8562.04,10445.992,1.053,-2.238,0.348,0.348,-11.549,-1.539,83.888,,001300,2016,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,50000,HONEYWELL INTERNATIONAL INC,,840,850,6994.115,1690,6994.115,8758.035,2542.945,6753.4,4416.4,1.317,0.651,-1.351,-1.351,-25.629,-2.652,-22.673,,001300,2016,,,,,,,,,Szlosek,Thomas,MALE,43851610,HON,9997
1,54028,HONEYWELL INTERNATIONAL INC,,1120.383,1450,10255.954,2570.383,10255.954,4531.38,4099.703,9906.021,6010.021,,,,,,,,,001300,2016,2017-03-31,,,,,,CEO,,Adamczyk,Darius,MALE,43851610,HON,9997
,54029,HONEYWELL INTERNATIONAL INC,,717.678,725,7793.333,1442.678,7793.333,2669.633,7063.436,6610.293,4429.093,,,,,,,,,001300,2016,,,,,,,,,Mikkilineni,Krishna,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,,900.962,0,20955.539,900.962,20955.539,243692.698,2850,20167.526,242904.685,-52.33,-88.13,-1.439,-1.439,305.782,14.403,330.513,,001300,2017,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,963.615,0,9143.742,963.615,9143.742,49906.257,3158.748,7759.982,43590.09,5.081,-45.467,-4.357,-4.357,528.253,-9.368,317.29,,001300,2017,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,50000,HONEYWELL INTERNATIONAL INC,,865.039,0,7537.769,865.039,7537.769,5397.461,2669.101,7316.805,5518.605,2.981,-48.814,7.773,7.773,-38.371,8.343,24.957,,001300,2017,,,,,,,,,Szlosek,Thomas,MALE,43851610,HON,9997
,54028,HONEYWELL INTERNATIONAL INC,CEO,1414.615,0,16500.153,1414.615,20096.553,13557.714,12651.257,19789.152,12596.352,26.262,-44.965,60.884,95.95,199.196,99.769,109.589,,001300,2017,2017-03-31,,,,,,CEO,,Adamczyk,Darius,MALE,43851610,HON,9997
,54029,HONEYWELL INTERNATIONAL INC,,785.769,0,8486.836,785.769,8486.836,9180.331,7898.793,6617.365,5956.276,9.488,-45.534,8.899,8.899,243.88,0.107,34.481,,001300,2017,,,,,,,,,Mikkilineni,Krishna,MALE,43851610,HON,9997
,58579,HONEYWELL INTERNATIONAL INC,,717.885,0,6664.387,717.885,6664.387,7691.669,2189.534,6088.658,4923.158,,,,,,,,,001300,2017,,,,,,,,,Gautam,Rajeev,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,992.788,0,9133.205,992.788,9133.205,16709.975,3239.75,9026.237,21182.905,3.027,3.027,-0.115,-0.115,-66.517,16.318,-51.404,,001300,2018,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,50000,HONEYWELL INTERNATIONAL INC,,560.481,0,6203.404,560.481,6203.404,21716.61,0,5973.788,25537.116,-35.207,-35.207,-17.702,-17.702,302.349,-18.355,362.746,,001300,2018,,,,,,,,,Szlosek,Thomas,MALE,43851610,HON,9997
,54028,HONEYWELL INTERNATIONAL INC,CEO,1571.154,0,19246.604,1571.154,19246.604,7131.438,13496.657,18651.522,15465.867,11.066,11.066,16.645,-4.229,-47.399,-5.749,22.781,,001300,2018,2017-03-31,,,,,,CEO,,Adamczyk,Darius,MALE,43851610,HON,9997
,54029,HONEYWELL INTERNATIONAL INC,,810.673,0,7842.687,810.673,7842.687,6811.65,7756.345,7041.415,9947.682,3.169,3.169,-7.59,-7.59,-25.802,6.408,67.012,,001300,2018,,,,,,,,,Mikkilineni,Krishna,MALE,43851610,HON,9997
,58579,HONEYWELL INTERNATIONAL INC,,755.247,0,5633.663,755.247,,,,,,5.204,5.204,-15.466,,,,,,001300,2018,,,,,,,,,Gautam,Rajeev,MALE,43851610,HON,9997
3,60868,HONEYWELL INTERNATIONAL INC,,578.981,0,2606.493,578.981,2606.493,2903.554,2139.932,2503.338,1912.088,,,,,,,,,001300,2018,,,,,,,,,Lewis,Gregory,MALE,43851610,HON,9997
,62302,HONEYWELL INTERNATIONAL INC,,774.231,0,7026.646,774.231,7026.646,2334.069,4916.97,6599.958,5426.918,,,,,,,,,001300,2018,,,,,,,,,James,Mark,MALE,43851610,HON,9997
,43254,HONEYWELL INTERNATIONAL INC,,1021.346,0,10289.338,1021.346,10289.338,35593.817,3336.724,8868.82,27133.382,2.877,2.877,12.659,12.659,113.009,-1.744,28.091,,001300,2019,,,,,,,,,Mahoney,Timothy,MALE,43851610,HON,9997
,54028,HONEYWELL INTERNATIONAL INC,CEO,1600,0,20525.104,1600,20525.104,20606.254,13350.973,19776.997,17171.427,1.836,1.836,6.643,6.643,188.949,6.034,11.028,,001300,2019,2017-03-31,,,,,,CEO,,Adamczyk,Darius,MALE,43851610,HON,9997
,58579,HONEYWELL INTERNATIONAL INC,,779.231,0,6531.163,779.231,6531.163,5050.226,2370.409,5845.324,4432.956,3.176,3.176,15.931,,,,,,001300,2019,,,,,,,,,Gautam,Rajeev,MALE,43851610,HON,9997
,60868,HONEYWELL INTERNATIONAL INC,,749.808,0,6644.633,749.808,6644.633,4115.901,2473.131,6458.694,5235.79,29.505,29.505,154.926,154.926,41.754,158.003,173.826,,001300,2019,,,,,,,,,Lewis,Gregory,MALE,43851610,HON,9997
,62302,HONEYWELL INTERNATIONAL INC,,794.231,0,8742.827,794.231,8742.827,10870.4,4828.242,6362.059,4962.609,2.583,2.583,24.424,24.424,365.727,-3.605,-8.556,,001300,2019,,,,,,,,,James,Mark,MALE,43851610,HON,9997
2,63148,HONEYWELL INTERNATIONAL INC,,757.019,0,6708.496,757.019,6708.496,4501.41,2523.786,6308.598,5085.694,,,,,,,,,001300,2019,,,,,,,,,Madden,Anne,FEMALE,43851610,HON,9997
,946,FORD MOTOR CO,CEO,1066.667,0,,1066.667,,,,3710.71,2839.262,,,,,,,,41,004839,1992,1990-03-01,1951-02-01,,1993-11-01,,,,RETIRED,Poling,Harold,MALE,34537086,F,3711
,947,FORD MOTOR CO,,385,0,,385,,,,1306.669,1193.083,,,,,,,,37,004839,1992,1993-11-01,1955-01-01,,1999-01-01,1999-01-01,,,RETIRED,Trotman,Alexander,MALE,34537086,F,3711
,948,FORD MOTOR CO,,450,0,,450,,,,1640.9,1309.97,,,,,,,,33,004839,1992,,,2002-05-02,,1995-01-01,2005-02-01,,RETIRED,Gilmour,Allan,MALE,34537086,F,3711
,949,FORD MOTOR CO,,500,0,,500,,,,1551.199,1275.424,,,,,,,,38,004839,1992,,1955-01-01,,1996-01-01,,,,RETIRED,Ross,Louis,MALE,34537086,F,3711
,950,FORD MOTOR CO,,335,0,,335,,,,,996.871,,,,,,,,,004839,1992,,,,,,,,,Seneker,Stanley,MALE,34537086,F,3711
,951,FORD MOTOR CO,,337.5,0,,337.5,,,,,937.411,,,,,,,,,004839,1992,,,,,1999-01-01,,,RETIRED,Whipple,Kenneth,MALE,34537086,F,3711
,4773,FORD MOTOR CO,,275,0,,275,,,,,647.701,,,,,,,,,004839,1992,,,,,1999-01-01,,,RETIRED,Hagenlocker,Edward,MALE,34537086,F,3711
,946,FORD MOTOR CO,CEO,1400,1100,,2500,,,,3620.204,11749.265,31.25,134.375,,,,-2.439,313.814,42,004839,1993,1990-03-01,1951-02-01,,1993-11-01,,,,RETIRED,Poling,Harold,MALE,34537086,F,3711
,947,FORD MOTOR CO,,716.667,1000,,1716.667,,,,3311.154,5159.905,86.147,345.888,,,,153.404,332.485,38,004839,1993,1993-11-01,1955-01-01,,1999-01-01,1999-01-01,,,RETIRED,Trotman,Alexander,MALE,34537086,F,3711
,948,FORD MOTOR CO,,633.334,700,,1333.334,,,,4007.179,5883.192,40.741,196.296,,,,144.206,349.109,34,004839,1993,,,2002-05-02,,1995-01-01,2005-02-01,,RETIRED,Gilmour,Allan,MALE,34537086,F,3711
,949,FORD MOTOR CO,,601.667,450,,1051.667,,,,2882.819,4015.13,20.333,110.333,,,,85.845,214.807,39,004839,1993,,1955-01-01,,1996-01-01,,,,RETIRED,Ross,Louis,MALE,34537086,F,3711
,950,FORD MOTOR CO,,396.25,400,,796.25,,,,1092.525,3311.525,18.284,137.687,,,,,232.192,37,004839,1993,,,,,,,,,Seneker,Stanley,MALE,34537086,F,3711
,951,FORD MOTOR CO,,412.5,450,,862.5,,,,2414.43,3522.084,22.222,155.556,,,,,275.725,35,004839,1993,,,,,1999-01-01,,,RETIRED,Whipple,Kenneth,MALE,34537086,F,3711
,4773,FORD MOTOR CO,,395.834,350,,745.834,,,,1580.699,1580.699,43.94,171.212,,,,,144.048,,004839,1993,,,,,1999-01-01,,,RETIRED,Hagenlocker,Edward,MALE,34537086,F,3711
,8941,FORD MOTOR CO,,325,700,,1025,,,,1552.028,1552.028,,,,,,,,,004839,1993,,,,,2001-12-31,,,RETIRED,Booker,W.,MALE,34537086,F,3711
,947,FORD MOTOR CO,CEO,1500,6000,,7500,,,,13279.385,10472.806,109.302,336.893,,,,301.05,102.965,39,004839,1994,1993-11-01,1955-01-01,,1999-01-01,1999-01-01,,,RETIRED,Trotman,Alexander,MALE,34537086,F,3711
,948,FORD MOTOR CO,,1000,2800,,3800,,,,4338.862,5047.612,57.895,185,,,,8.277,-14.203,35,004839,1994,,,2002-05-02,,1995-01-01,2005-02-01,,RETIRED,Gilmour,Allan,MALE,34537086,F,3711
,949,FORD MOTOR CO,,900,2000,,2900,,,,5902.905,5632.839,49.584,175.753,,,,104.762,40.29,40,004839,1994,,1955-01-01,,1996-01-01,,,,RETIRED,Ross,Louis,MALE,34537086,F,3711
,951,FORD MOTOR CO,,600,2200,,2800,,,,5052.752,4793.186,45.455,224.638,,,,109.273,36.089,36,004839,1994,,,,,1999-01-01,,,RETIRED,Whipple,Kenneth,MALE,34537086,F,3711
,4773,FORD MOTOR CO,,675,2500,,3175,,,,5248.098,4591.06,70.526,325.698,,,,232.011,190.445,30,004839,1994,,,,,1999-01-01,,,RETIRED,Hagenlocker,Edward,MALE,34537086,F,3711
,8941,FORD MOTOR CO,,600,2200,,2800,,,,,3561.751,84.615,173.171,,,,,129.49,,004839,1994,,,,,2001-12-31,,,RETIRED,Booker,W.,MALE,34537086,F,3711
,12282,FORD MOTOR CO,,477.917,1500,,1977.917,,,,,2247.787,,,,,,,,,004839,1994,1999-01-01,,,2001-10-30,,,,,Nasser,Jacques,MALE,34537086,F,3711
,947,FORD MOTOR CO,CEO,1500,3000,,4500,,,,9629.375,6691.354,0,-40,,,,-27.486,-36.107,40,004839,1995,1993-11-01,1955-01-01,,1999-01-01,1999-01-01,,,RETIRED,Trotman,Alexander,MALE,34537086,F,3711
,949,FORD MOTOR CO,,900,1000,,1900,,,,2379.853,3325.849,0,-34.483,,,,-59.683,-40.956,41,004839,1995,,1955-01-01,,1996-01-01,,,,RETIRED,Ross,Louis,MALE,34537086,F,3711
,951,FORD MOTOR CO,,603.75,1100,,1703.75,,,,4016.511,3261.02,0.625,-39.152,,,,-20.508,-31.966,37,004839,1995,,,,,1999-01-01,,,RETIRED,Whipple,Kenneth,MALE,34537086,F,3711
,4773,FORD MOTOR CO,,704.167,1250,,1954.167,,,,4425.166,2956.155,4.321,-38.451,,,,-15.681,-35.611,31,004839,1995,,,,,1999-01-01,,,RETIRED,Hagenlocker,Edward,MALE,34537086,F,3711
,8941,FORD MOTOR CO,,603.75,1100,,1703.75,,,,3257.607,2502.116,0.625,-39.152,,,,,-29.75,37,004839,1995,,,,,2001-12-31,,,RETIRED,Booker,W.,MALE,34537086,F,3711
,12282,FORD MOTOR CO,,537.917,850,,1387.917,,,,,1747.659,12.554,-29.829,,,,,-22.25,,004839,1995,1999-01-01,,,2001-10-30,,,,,Nasser,Jacques,MALE,34537086,F,3711
,947,FORD MOTOR CO,CEO,1916.667,2500,,4416.667,,,,18025.595,16856.066,27.778,-1.852,,,,87.194,151.908,41,004839,1996,1993-11-01,1955-01-01,,1999-01-01,1999-01-01,,,RETIRED,Trotman,Alexander,MALE,34537086,F,3711
,951,FORD MOTOR CO,,647.5,950,,1597.5,,,,7405.828,6782.642,7.246,-6.236,,,,84.385,107.991,38,004839,1996,,,,,1999-01-01,,,RETIRED,Whipple,Kenneth,MALE,34537086,F,3711
,4773,FORD MOTOR CO,,758.333,1050,,1808.333,,,,5498.704,4881.08,7.692,-7.463,,,,24.26,65.116,32,004839,1996,,,,,1999-01-01,,,RETIRED,Hagenlocker,Edward,MALE,34537086,F,3711
,8941,FORD MOTOR CO,,650,950,,1600,,,,4317.006,3872.053,7.66,-6.09,,,,32.521,54.751,38,004839,1996,,,,,2001-12-31,,,RETIRED,Booker,W.,MALE,34537086,F,3711
,12282,FORD MOTOR CO,,591.667,950,,1541.667,,,,3549.765,2843.488,9.992,11.078,,,,,62.703,3,004839,1996,1999-01-01,,,2001-10-30,,,,,Nasser,Jacques,MALE,34537086,F,3711
,947,FORD MOTOR CO,CEO,2000,7000,,9000,,,,36667.49,34827.919,4.348,103.774,,,,103.419,106.619,42,004839,1997,1993-11-01,1955-01-01,,1999-01-01,1999-01-01,,,RETIRED,Trotman,Alexander,MALE,34537086,F,3711
,951,FORD MOTOR CO,,677.917,2300,,2977.917,,,,13258.454,14151.646,4.698,86.411,,,,79.027,108.645,39,004839,1997,,,,,1999-01-01,,,RETIRED,Whipple,Kenneth,MALE,34537086,F,3711
,4773,FORD MOTOR CO,,803.333,2600,,3403.333,,,,14462.419,15245.384,5.934,88.203,,,,163.015,212.336,33,004839,1997,,,,,1999-01-01,,,RETIRED,Hagenlocker,Edward,MALE,34537086,F,3711
,8941,FORD MOTOR CO,,677.917,2300,,2977.917,,,,11525.021,11065.128,4.295,86.12,,,,166.968,185.769,39,004839,1997,,,,,2001-12-31,,,RETIRED,Booker,W.,MALE,34537086,F,3711
,12282,FORD MOTOR CO,,716.664,3000,,3716.664,,,,11093.65,10173.865,21.126,141.081,,,,212.518,257.795,4,004839,1997,1999-01-01,,,2001-10-30,,,,,Nasser,Jacques,MALE,34537086,F,3711
,19299,FORD MOTOR CO,,608.333,2300,,2908.333,,,,,6835.435,,,,,,,,,004839,1997,,,,,1999-09-30,,,RETIRED,Devine,John,MALE,34537086,F,3711
,19300,FORD MOTOR CO,,360.888,900,,1260.888,,,,,2174.945,,,,,,,,,004839,1997,,,,,,,,,Parry-Jones,Richard,MALE,34537086,F,3711
,19301,FORD MOTOR CO,,622.5,1600,,2222.5,,,,,9005.439,,,,,,,,,004839,1997,,,,,,,,,Pestillo,Peter,MALE,34537086,F,3711
,19302,FORD MOTOR CO,,613.333,1700,,2313.333,,,,,7873.669,,,,,,,,,004839,1997,,,,,2001-03-23,,,RETIRED,Rewey,Robert,MALE,34537086,F,3711
,947,FORD MOTOR CO,CEO,2500,10000,,12500,,,,19056.564,44929.413,25,38.889,,,,-48.029,29.004,43,004839,1998,1993-11-01,1955-01-01,,1999-01-01,1999-01-01,,,RETIRED,Trotman,Alexander,MALE,34537086,F,3711
,951,FORD MOTOR CO,,710,3100,,3810,,,,5222.475,10705.48,4.733,27.942,,,,-60.61,-24.352,40,004839,1998,,,,,1999-01-01,,,RETIRED,Whipple,Kenneth,MALE,34537086,F,3711
,4773,FORD MOTOR CO,,840,3100,,3940,,,,6293.597,9123.265,4.564,15.769,,,,-56.483,-40.157,34,004839,1998,,,,,1999-01-01,,,RETIRED,Hagenlocker,Edward,MALE,34537086,F,3711
,8941,FORD MOTOR CO,,714.166,3100,,3814.166,,,,7800.738,11861.418,5.347,28.082,,,,-32.315,7.196,40,004839,1998,,,,,2001-12-31,,,RETIRED,Booker,W.,MALE,34537086,F,3711
,12282,FORD MOTOR CO,,1050,5000,,6050,,,,19385.345,9780.344,46.512,62.78,,,,74.743,-3.868,31,004839,1998,1999-01-01,,,2001-10-30,,,,,Nasser,Jacques,MALE,34537086,F,3711
,19299,FORD MOTOR CO,,700,3100,,3800,,,,,7030.767,15.069,30.659,,,,,2.858,,004839,1998,,,,,1999-09-30,,,RETIRED,Devine,John,MALE,34537086,F,3711
,19300,FORD MOTOR CO,,428,1500,,1928,,,,,3779.833,18.596,52.908,,,,,73.79,,004839,1998,,,,,,,,,Parry-Jones,Richard,MALE,34537086,F,3711
,19301,FORD MOTOR CO,,650,2000,,2650,,,,,4903.805,4.418,19.235,,,,,-45.546,,004839,1998,,,,,,,,,Pestillo,Peter,MALE,34537086,F,3711
,19302,FORD MOTOR CO,,654.166,2000,,2654.166,,,,,4905.672,6.658,14.733,,,,,-37.695,,004839,1998,,,,,2001-03-23,,,RETIRED,Rewey,Robert,MALE,34537086,F,3711
,8941,FORD MOTOR CO,,763.333,2297,,3060.333,,,,7371.474,6381.934,6.885,-19.764,,,,-5.503,-46.196,41,004839,1999,,,,,2001-12-31,,,RETIRED,Booker,W.,MALE,34537086,F,3711
,12282,FORD MOTOR CO,CEO,1500,6722,,8222,,,,20612.867,14513.59,42.857,35.901,,,,6.332,48.395,32,004839,1999,1999-01-01,,,2001-10-30,,,,,Nasser,Jacques,MALE,34537086,F,3711
,19299,FORD MOTOR CO,,600,1720,,2320,,,,4766.644,3041.14,-14.286,-38.947,,,,,-56.745,30,004839,1999,,,,,1999-09-30,,,RETIRED,Devine,John,MALE,34537086,F,3711
,19300,FORD MOTOR CO,,502.5,1063,,1565.5,,,,3732.457,3250.02,17.407,-18.802,,,,,-14.017,30,004839,1999,,,,,,,,,Parry-Jones,Richard,MALE,34537086,F,3711
,19301,FORD MOTOR CO,,763.333,2297,,3060.333,,,,5057.061,3487.244,17.436,15.484,,,,,-28.887,20,004839,1999,,,,,,,,,Pestillo,Peter,MALE,34537086,F,3711
,19302,FORD MOTOR CO,,702.5,1531,,2233.5,,,,5316.806,7397.955,7.389,-15.849,,,,,50.804,37,004839,1999,,,,,2001-03-23,,,RETIRED,Rewey,Robert,MALE,34537086,F,3711
,21543,FORD MOTOR CO,,907.77,820,,1727.77,,,,,4756.56,,,,,,,,,004839,1999,,1999-03-22,,,,,,,Reitzle,Wolfgang,MALE,34537086,F,3711
2,23940,FORD MOTOR CO,,0,0,,0,,,,1537.344,1537.344,,,,,,,,,004839,1999,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,23941,FORD MOTOR CO,,425,830,,1255,,,,,1719.311,,,,,,,,,004839,1999,,1966-01-01,,,2004-12-10,,,RETIRED,Scheele,Nicholas,MALE,34537086,F,3711
,23942,FORD MOTOR CO,,121.23,110,,231.23,,,,,2123.33,,,,,,,,,004839,1999,,,,,,,,,Winkler,Donald,MALE,34537086,F,3711
,8941,FORD MOTOR CO,,805,2000,,2805,,,,6056.956,4777.492,5.459,-8.343,,,,-17.832,-25.14,42,004839,2000,,,,,2001-12-31,,,RETIRED,Booker,W.,MALE,34537086,F,3711
,12282,FORD MOTOR CO,CEO,1625,7700,,9325,,,,22206.834,16065.244,8.333,13.415,,,,7.733,10.691,33,004839,2000,1999-01-01,,,2001-10-30,,,,,Nasser,Jacques,MALE,34537086,F,3711
