Unnamed: 0,GVKEY,TICKER,CEOANN,SALARY,BONUS,STOCK_AWARDS,OPTION_AWARDS,OTHCOMP,TOTAL_CURR,AGE,TDC1,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,GENDER,CUSIP,NAICSDESC,SIC,MKVALT,size_category,signature_index
467,3144,KO,CEO,1200.0,0.0,5119.578,5687.523,737.848,1200.0,57.0,19244.949,2010,2008-07-01,1978-01-01,2017-04-30,MALE,19121610,Soft Drink Manufacturing,2086,150744.84,Medium,43ee34fd36ff140894708f745ba51f72
468,3144,KO,CEO,1350.0,0.0,5600.141,7454.88,756.79,1350.0,58.0,21161.811,2011,2008-07-01,1978-01-01,2017-04-30,MALE,19121610,Soft Drink Manufacturing,2086,158342.11,Medium,7d8ed227c67b9838509819ffddbedf60
469,3144,KO,CEO,1550.0,0.0,6239.977,6854.958,963.816,1550.0,59.0,21608.751,2012,2008-07-01,1978-01-01,2017-04-30,MALE,19121610,Soft Drink Manufacturing,2086,162001.25,Medium,25065a12659c670e20785e4f7527a217
470,3144,KO,CEO,1600.0,0.0,6399.988,7113.946,861.912,1600.0,60.0,18175.846,2013,2008-07-01,1978-01-01,2017-04-30,MALE,19121610,Soft Drink Manufacturing,2086,181846.62,Medium,8196b455f9182ed26cf928a51d4a057a
471,3144,KO,CEO,1600.0,0.0,6489.441,9314.144,719.897,1600.0,61.0,18123.482,2014,2008-07-01,1978-01-01,2017-04-30,MALE,19121610,Soft Drink Manufacturing,2086,184332.52,Medium,a4c2f5147a3df49e4fb5721de1c07305
472,3144,KO,CEO,1600.0,0.0,4904.848,2830.597,655.126,1600.0,62.0,14590.571,2015,2008-07-01,1978-01-01,2017-04-30,MALE,19121610,Soft Drink Manufacturing,2086,185759.04,Medium,7e4151c77f606c6f340f650b8d775e89
473,3144,KO,CEO,1600.0,0.0,7552.779,1983.748,792.414,1600.0,63.0,16028.941,2016,2008-07-01,1978-01-01,2017-04-30,MALE,19121610,Soft Drink Manufacturing,2086,177780.48,Medium,71d77d8b0c214bb87fc955c62a98982c
474,3144,KO,CEO,1177.167,0.0,4769.612,1344.54,530.292,1177.167,52.0,10190.104,2017,2017-05-01,,,MALE,19121610,Soft Drink Manufacturing,2086,195402.92,Medium,e5b4c370f27559adac99a8f8dc06b02b
477,3170,CL,CEO,1150.0,0.0,5483.348,3904.752,258.897,1150.0,57.0,14177.997,2010,2007-07-01,1976-01-01,2019-04-02,MALE,19416210,Soap and Other Detergent Manufacturing,2844,39771.0945,Medium,03351cbe4462b50b013d516126d1ee75
478,3170,CL,CEO,1171.467,0.0,4647.563,4235.754,277.741,1171.467,58.0,12848.838,2011,2007-07-01,1976-01-01,2019-04-02,MALE,19416210,Soap and Other Detergent Manufacturing,2844,44348.863,Medium,7d0675783b435d228586fd2dc47264b1
479,3170,CL,CEO,1204.067,0.0,2405.709,5384.0,272.793,1204.067,59.0,13407.289,2012,2007-07-01,1976-01-01,2019-04-02,MALE,19416210,Soap and Other Detergent Manufacturing,2844,48910.5026,Medium,ba3f55c922117f08b4f30f7028581d07
480,3170,CL,CEO,1238.333,0.0,3834.05,5156.004,248.29,1238.333,60.0,14562.132,2013,2007-07-01,1976-01-01,2019-04-02,MALE,19416210,Soap and Other Detergent Manufacturing,2844,59989.7439,Medium,ad90f6a4378e4f608c665581882127ef
481,3170,CL,CEO,1273.333,0.0,3240.536,5202.002,304.853,1273.333,61.0,13016.609,2014,2007-07-01,1976-01-01,2019-04-02,MALE,19416210,Soap and Other Detergent Manufacturing,2844,62735.4033,Medium,f2e7d3057756f5176c2910fee38ef44b
482,3170,CL,CEO,1309.0,0.0,2967.215,5122.002,306.016,1309.0,62.0,10996.742,2015,2007-07-01,1976-01-01,2019-04-02,MALE,19416210,Soap and Other Detergent Manufacturing,2844,59474.2056,Medium,57c8c9af2c991256e8274d225d4f2b6a
483,3170,CL,CEO,1346.533,0.0,3096.019,5343.886,262.621,1346.533,63.0,12988.083,2016,2007-07-01,1976-01-01,2019-04-02,MALE,19416210,Soap and Other Detergent Manufacturing,2844,57790.653,Medium,58b1a148baa136d9389d395330dc4a18
484,3170,CL,CEO,1359.3,0.0,4208.019,5042.004,193.513,1359.3,64.0,9337.123,2017,2007-07-01,1976-01-01,2019-04-02,MALE,19416210,Soap and Other Detergent Manufacturing,2844,65996.1905,Medium,65a5faeb16c39d17afc62393e95f7fab
485,3170,CL,CEO,1389.825,0.0,2266.292,5042.004,315.629,1389.825,65.0,9638.71,2018,2007-07-01,1976-01-01,2019-04-02,MALE,19416210,Soap and Other Detergent Manufacturing,2844,51360.5818,Medium,a344d565a7582af1fbf3ce372da32ab0
486,3170,CL,CEO,1175.0,0.0,3423.37,3375.0,441.2,1175.0,55.0,10791.417,2019,2019-04-02,,,MALE,19416210,Soap and Other Detergent Manufacturing,2844,58837.6857,Medium,b08bc5ee0658a0070baa6bdaea638daa
492,3221,AON,CEO,1500.0,0.0,25552.082,0.0,733.138,1500.0,52.0,29735.22,2015,2005-04-04,,,MALE,G0403H10,Insurance Agencies and Brokerages,6411,24878.258,Medium,da098d96f382fb3761a48d71b82044eb
493,3221,AON,CEO,1500.0,0.0,11064.618,0.0,720.155,1500.0,53.0,15234.773,2016,2005-04-04,,,MALE,G0403H10,Insurance Agencies and Brokerages,6411,29220.86,Medium,be0d5168de3cca9c1f99867e91d9d6e7
494,3221,AON,CEO,1500.0,0.0,11086.351,0.0,723.331,1500.0,54.0,14609.682,2017,2005-04-04,,,MALE,G0403H10,Insurance Agencies and Brokerages,6411,33178.4,Medium,3713232fcb65f856ac4b3a2ceca543bf
496,3221,AON,CEO,1500.0,0.0,13705.798,0.0,802.045,1500.0,56.0,16007.843,2019,2005-04-04,,,MALE,G0403H10,Insurance Agencies and Brokerages,6411,48344.109,Medium,81a872f7755ecb621790c64292deb824
497,3226,CMCSA,CEO,2800.761,0.0,5308.989,5917.38,3205.767,2800.761,50.0,28155.865,2010,2002-11-01,1976-01-01,,MALE,20030N10,Cable and Other Subscription Programming (eff thru,4841,60193.2116,Medium,672635a0ba7e9270f581138c7262ea50
498,3226,CMCSA,CEO,2800.761,0.0,5737.095,5847.83,3397.176,2800.761,51.0,26934.077,2011,2002-11-01,1976-01-01,,MALE,20030N10,Cable and Other Subscription Programming (eff thru,4841,64067.5432,Medium,fc33c0c4645f31a9b5724df85c324595
499,3226,CMCSA,CEO,2800.761,0.0,4753.08,4833.9,3667.183,2800.761,52.0,29124.014,2012,2002-11-01,1976-01-01,,MALE,20030N10,Cable and Other Subscription Programming (eff thru,4841,97880.2338,Medium,6c8f06ba5e04eb79fed1ff1b4307c8a5
500,3226,CMCSA,CEO,2800.761,0.0,5257.2,5332.8,3675.052,2800.761,53.0,26308.324,2013,2002-11-01,1976-01-01,,MALE,20030N10,Cable and Other Subscription Programming (eff thru,4841,134492.2412,Medium,d52b9eab94289b9fdc0863936f8c4f2e
501,3226,CMCSA,CEO,2857.315,0.0,5253.7,5350.925,4003.083,2857.315,54.0,32961.056,2014,2002-11-01,1976-01-01,,MALE,20030N10,Cable and Other Subscription Programming (eff thru,4841,147229.0808,Medium,952166c58353f8c667765f7c1580396c
502,3226,CMCSA,CEO,2928.748,0.0,5350.5,5350.302,4138.463,2928.748,55.0,27520.744,2015,2002-11-01,1976-01-01,,MALE,20030N10,Cable and Other Subscription Programming (eff thru,4841,137824.5191,Medium,9b4f88b6df7d73c8d685ad77a123a962
503,3226,CMCSA,CEO,3013.51,0.0,5348.52,5351.73,4259.931,3013.51,56.0,28641.518,2016,2002-11-01,1976-01-01,,MALE,20030N10,Cable and Other Subscription Programming (eff thru,4841,164049.0591,Medium,3cd3a95da22b6b6a8425b6de29651c89
504,3226,CMCSA,CEO,3103.566,0.0,5337.864,5350.848,4459.415,3103.566,57.0,27376.177,2017,2002-11-01,1976-01-01,,MALE,20030N10,Cable and Other Subscription Programming (eff thru,4841,186012.5454,Medium,e1b8d162b0e5722f364006f29b42914f
505,3226,CMCSA,CEO,3196.313,0.0,5328.517,5351.06,4715.368,3196.313,58.0,29330.869,2018,2002-11-01,1976-01-01,,MALE,20030N10,Cable and Other Subscription Programming (eff thru,4841,154109.0061,Medium,c5000ff91eed9ea9913f1c3c665f6e91
513,3231,CMA,CEO,1265.0,0.0,3187.714,359.281,10.6,1265.0,67.0,6087.595,2016,2002-01-01,1995-01-01,2019-04-23,MALE,20034010,Commercial Banking,6020,11940.6365,Medium,21c401bec6c96f6057d15814b11ce7a7
514,3231,CMA,CEO,1287.116,0.0,3182.436,357.294,10.8,1287.116,68.0,8140.046,2017,2002-01-01,1995-01-01,2019-04-23,MALE,20034010,Commercial Banking,6020,15005.803,Medium,db40419dfc6ea0404bd2cd4c3d45cf1f
515,3231,CMA,CEO,1312.116,0.0,3811.611,429.028,11.0,1312.116,69.0,8527.765,2018,2002-01-01,1995-01-01,2019-04-23,MALE,20034010,Commercial Banking,6020,10996.17,Medium,055be4330ac5430c3885f408d651c260
516,3231,CMA,CEO,874.731,0.0,2688.783,294.158,11.2,874.731,56.0,4833.672,2019,2019-04-23,,,MALE,20034010,Commercial Banking,6020,10195.388,Medium,a32d10a0901ced07f205c32c9db0083f
520,3243,C,CEO,1500.0,5200.0,7915.912,0.0,15.3,6700.0,53.0,17554.281,2013,2012-10-15,,2021-02-26,MALE,17296742,Commercial Banking,6199,157853.8527,Medium,c5f52771855f590f2bcb89f92db0c927
523,3243,C,CEO,1500.0,4200.0,7645.356,0.0,30.283,5700.0,56.0,13377.487,2016,2012-10-15,,2021-02-26,MALE,17296742,Commercial Banking,6199,164763.2566,Medium,c32b21347b1faea79d3ca26a7bb0ca8c
524,3243,C,CEO,1500.0,6450.0,9831.752,0.0,16.2,7950.0,57.0,17797.952,2017,2012-10-15,,2021-02-26,MALE,17296742,Commercial Banking,6199,191226.9287,Medium,3a4a5fb55b695a9e203025f54f9f51df
526,3243,C,CEO,1500.0,6750.0,17237.115,0.0,16.8,8250.0,59.0,25503.915,2019,2012-10-15,,2021-02-26,MALE,17296742,Commercial Banking,6199,168897.2865,Medium,1a9b46528ed64e366485ec19d193abd7
534,3336,DXC,CEO,1250.0,0.0,25553.929,0.0,381.38,1250.0,65.0,32185.308,2017,2017-04-01,,2019-09-12,MALE,23355L10,Computer Systems Design Services,7370,28688.8493,Medium,dcd486fe202229c2039b3de4466a28ce
535,3336,DXC,CEO,1250.0,0.0,12476.347,0.0,405.192,1250.0,66.0,17257.898,2018,2017-04-01,,2019-09-12,MALE,23355L10,Computer Systems Design Services,7370,17262.4118,Medium,676c538f827ec033db81a6ac97038497
536,3362,CAG,CEO,1000.0,0.0,2136.0,1675.0,174.954,1000.0,59.0,5425.954,2010,2005-10-01,,2015-04-06,MALE,20588710,"Fruit and Vegetable Canning, Pickling, and Drying",2000,10438.8624,Medium,57b0457b5ba89c2b88b4c4564a7357fc
537,3362,CAG,CEO,1000.0,0.0,2615.0,1630.0,76.57,1000.0,60.0,6881.57,2011,2005-10-01,,2015-04-06,MALE,20588710,"Fruit and Vegetable Canning, Pickling, and Drying",2000,10251.4418,Medium,4316551aec60a6eb210f0081a451d5e5
538,3362,CAG,CEO,1086.538,0.0,2474.0,1465.0,141.477,1086.538,61.0,7653.015,2012,2005-10-01,,2015-04-06,MALE,20588710,"Fruit and Vegetable Canning, Pickling, and Drying",2000,14131.7759,Medium,9af3afe7c6505aef281f6dd1a187fdcb
539,3362,CAG,CEO,1100.0,0.0,2636.426,2239.324,259.121,1100.0,62.0,6784.871,2013,2005-10-01,,2015-04-06,MALE,20588710,"Fruit and Vegetable Canning, Pickling, and Drying",2000,13627.8545,Medium,ee1c55a469c19d2f31697e77a0deb6c2
540,3362,CAG,CEO,1100.0,0.0,2712.729,1728.284,251.324,1100.0,63.0,5792.337,2014,2005-10-01,,2015-04-06,MALE,20588710,"Fruit and Vegetable Canning, Pickling, and Drying",2000,16532.9951,Medium,153ac3847a26265e30519a848dd57c96
541,3362,CAG,CEO,1100.0,0.0,4396.589,1032.499,157.972,1100.0,51.0,9945.81,2015,2015-04-06,,,MALE,20588710,"Fruit and Vegetable Canning, Pickling, and Drying",2000,20019.5705,Medium,0e8cd5e55146e82bb40aaa5e091492aa
542,3362,CAG,CEO,1100.0,0.0,4628.385,1246.952,477.99,1100.0,52.0,9768.276,2016,2015-04-06,,,MALE,20588710,"Fruit and Vegetable Canning, Pickling, and Drying",2000,16052.6808,Medium,cc9c185896b22ef4e79df1dc6b87677b
543,3362,CAG,CEO,1142.308,0.0,6676.835,0.0,404.128,1142.308,53.0,10473.271,2017,2015-04-06,,,MALE,20588710,"Fruit and Vegetable Canning, Pickling, and Drying",2000,14484.1227,Medium,f2699cf207232da0bdae50bd6d32530b
544,3362,CAG,CEO,1192.308,0.0,11173.754,0.0,415.282,1192.308,54.0,14392.748,2018,2015-04-06,,,MALE,20588710,"Fruit and Vegetable Canning, Pickling, and Drying",2000,13012.4955,Medium,d23a020fefe9b103faa7af1ebb82c041
545,3413,ED,CEO,1118.55,0.0,4063.356,0.0,99.559,1118.55,59.0,7087.065,2010,2005-09-01,,2013-12-26,MALE,20911510,Electric Power Generation,4931,14455.4051,Medium,c431aced4fd464a87bc7b684bca5f529
546,3413,ED,CEO,1177.633,0.0,4337.333,0.0,147.098,1177.633,60.0,7466.264,2011,2005-09-01,,2013-12-26,MALE,20911510,Electric Power Generation,4931,18167.9047,Medium,50677371d4a86ac95c66aa10804d36ad
547,3413,ED,CEO,1214.042,0.0,4179.06,0.0,138.96,1214.042,61.0,7109.262,2012,2005-09-01,,2013-12-26,MALE,20911510,Electric Power Generation,4931,16266.1109,Medium,c50734be2126a4f47552f8da615aa607
548,3413,ED,CEO,1244.063,0.0,4870.76,0.0,199.502,1244.063,62.0,7933.125,2013,2005-09-01,,2013-12-26,MALE,20911510,Electric Power Generation,4931,16189.9642,Medium,51398d6b939318fe4550cb57d858df63
549,3413,ED,CEO,1140.0,0.0,3055.887,0.0,54.38,1140.0,53.0,5961.367,2014,2013-12-26,,2020-12-29,MALE,20911510,Electric Power Generation,4931,19332.7448,Medium,72f926430ee136c5a8c622916eea1c0a
550,3413,ED,CEO,1171.35,0.0,3987.654,0.0,59.392,1171.35,54.0,6994.996,2015,2013-12-26,,2020-12-29,MALE,20911510,Electric Power Generation,4931,18831.11,Medium,9c943b807725853c30eefb6a59c6054c
551,3413,ED,CEO,1220.767,0.0,6176.408,0.0,64.256,1220.767,55.0,9698.631,2016,2013-12-26,,2020-12-29,MALE,20911510,Electric Power Generation,4931,22472.4,Medium,7aa099e46314dd95d57ac1ef8082def4
552,3413,ED,CEO,1257.083,0.0,5507.622,0.0,71.792,1257.083,56.0,8701.297,2017,2013-12-26,,2020-12-29,MALE,20911510,Electric Power Generation,4931,26334.5,Medium,45c38a94021f15e00f8155c83e7579e8
553,3413,ED,CEO,1296.667,0.0,4968.812,0.0,74.775,1296.667,57.0,8015.654,2018,2013-12-26,,2020-12-29,MALE,20911510,Electric Power Generation,4931,24543.66,Medium,f0cfdfea8b68abcad4a9cc75ce274ebb
554,3413,ED,CEO,1336.667,0.0,5912.304,0.0,76.469,1336.667,58.0,8946.84,2019,2013-12-26,,2020-12-29,MALE,20911510,Electric Power Generation,4931,30126.51,Medium,de6c661db048c58d63e3ec1cc65d73da
560,3439,CMS,CEO,1200.0,0.0,5106.998,0.0,49.385,1200.0,57.0,8108.383,2015,2010-05-21,,2016-01-01,MALE,12589610,Electric Power Generation,4931,10000.041,Medium,315b95ec72cc8a2c021001ec5d155863
561,3439,CMS,CEO,775.0,0.0,1627.067,0.0,156.944,775.0,47.0,3482.555,2016,2016-07-01,,2020-12-01,FEMALE,12589610,Electric Power Generation,4931,11620.5537,Medium,78648b80b19d18a56bcb0057fdd62763
562,3439,CMS,CEO,1100.0,0.0,4263.888,0.0,354.407,1100.0,48.0,6862.295,2017,2016-07-01,,2020-12-01,FEMALE,12589610,Electric Power Generation,4931,13321.9031,Medium,50c47c430d0b32d68bb8fdc11a695891
563,3439,CMS,CEO,1200.0,0.0,4609.71,0.0,404.675,1200.0,49.0,8091.185,2018,2016-07-01,,2020-12-01,FEMALE,12589610,Electric Power Generation,4931,14069.5191,Medium,e044f77273651db6f7a4cf8b00a2a4df
564,3439,CMS,CEO,1250.0,0.0,5381.113,0.0,525.589,1250.0,50.0,8986.702,2019,2016-07-01,,2020-12-01,FEMALE,12589610,Electric Power Generation,4931,17838.0138,Medium,68e20dc3604257609bc37bbe97acd3a8
572,3504,COO,CEO,925.0,284.669,937.093,3492.28,64.065,1209.669,70.0,6557.113,2017,2007-11-01,1977-01-01,2018-05-01,MALE,21664840,Ophthalmic Goods Manufacturing,3851,11724.688,Medium,e37b3a966e739d904daf5589aaad8aa9
573,3504,COO,CEO,688.5,165.427,432.909,4265.233,18.769,853.927,48.0,6067.12,2018,2018-05-01,,,MALE,21664840,Ophthalmic Goods Manufacturing,3851,12708.852,Medium,355ec5489978bbb3bce09b3abf86ba7c
574,3504,COO,CEO,925.0,288.6,0.0,5499.84,18.795,1213.6,49.0,7598.035,2019,2018-05-01,,,MALE,21664840,Ophthalmic Goods Manufacturing,3851,14288.1,Medium,049d7d96d02ef36482e62efd342ffbd1
578,3505,TAP,CEO,1075.0,0.0,3835.25,900.004,262.408,1075.0,60.0,7117.562,2013,2008-07-01,,2014-12-31,MALE,60871R20,Breweries,2082,10340.256,Medium,23fa350699c879d37938d0772878807a
579,3505,TAP,CEO,1091.667,0.0,3515.208,900.006,305.851,1091.667,61.0,8242.783,2014,2008-07-01,,2014-12-31,MALE,60871R20,Breweries,2082,13893.283,Medium,edda6efce88ccd5a84c9f5440fcd2036
580,3505,TAP,CEO,916.667,0.0,2722.725,700.007,89.157,916.667,52.0,6062.056,2015,2015-01-01,,2019-09-27,MALE,60871R20,Breweries,2082,17327.642,Medium,4b5a39c91a685eeecfe2469e74194cda
581,3505,TAP,CEO,1066.667,0.0,3530.311,901.631,148.089,1066.667,53.0,7244.565,2016,2015-01-01,,2019-09-27,MALE,60871R20,Breweries,2082,20913.557,Medium,37d461f7f2e79ed46d150934a4cf2e84
582,3505,TAP,CEO,1175.075,0.0,3934.826,972.391,159.714,1175.075,54.0,8357.141,2017,2015-01-01,,2019-09-27,MALE,60871R20,Breweries,2082,17682.87,Medium,184e9f87ffb5a05e186631e2a7eb1dbf
583,3505,TAP,CEO,1222.525,0.0,4283.451,1100.007,158.442,1222.525,55.0,8341.482,2018,2015-01-01,,2019-09-27,MALE,60871R20,Breweries,2082,12150.918,Medium,84d4be182810abf50093d465ef46a9ec
584,3505,TAP,CEO,925.027,0.0,4049.844,1108.403,130.919,925.027,56.0,7171.596,2019,2015-01-01,,2019-09-27,MALE,60871R20,Breweries,2082,11688.262,Medium,64c4e7bcbb61db2943ef13f58532d562
585,3532,GLW,CEO,1069.423,0.0,0.0,1130.269,429.115,1069.423,50.0,9353.488,2010,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,30158.52,Medium,52ea82ce068de5b295b1e15024d18359
586,3532,GLW,CEO,1167.154,0.0,1749.994,1707.225,472.464,1167.154,51.0,7419.913,2011,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,19664.7,Medium,5c90516b04113f6fadf0f75268d520c9
587,3532,GLW,CEO,1197.308,0.0,1749.994,1668.623,572.297,1197.308,52.0,11454.132,2012,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,18551.4,Medium,237bf2293b95f2c1947fade92e36eae0
588,3532,GLW,CEO,1223.615,0.0,1750.002,1747.499,774.964,1223.615,53.0,11213.864,2013,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,24930.18,Medium,77672fff32f62b57be11cfda696a37f6
589,3532,GLW,CEO,1261.923,0.0,1750.004,1037.315,647.382,1261.923,54.0,8688.341,2014,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,29212.82,Medium,c25ff0a0ce81d9b83e8343a0849f48cc
590,3532,GLW,CEO,1353.096,0.0,1999.99,1116.499,255.841,1353.096,55.0,9132.445,2015,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,20656.4,Medium,231769d029c026f3c26b469e926a8b41
591,3532,GLW,CEO,1337.74,0.0,2062.491,963.399,266.582,1337.74,56.0,10380.725,2016,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,22474.02,Medium,bcf62eaeab85bb910955c9712d073f1b
592,3532,GLW,CEO,1370.971,0.0,2062.503,1154.705,359.44,1370.971,57.0,14187.792,2017,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,27447.42,Medium,1c7820f7f2ce07a9a4583a6a1f7877a4
593,3532,GLW,CEO,1412.769,0.0,2250.004,1068.905,477.933,1412.769,58.0,14706.521,2018,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,23805.48,Medium,57820d85f36e7ad2736adb2ea677d003
594,3532,GLW,CEO,1457.604,0.0,2437.491,1262.629,634.387,1457.604,59.0,9755.756,2019,2005-04-26,1983-01-01,,MALE,21935010,Other Electronic Component Manufacturing,3679,22181.82,Medium,6f7fffb56f00cfafc6c9147d45254280
595,3650,CMI,CEO,1285.0,0.0,1615.96,1383.674,112.215,1285.0,62.0,10987.087,2010,2000-01-01,,2011-12-31,MALE,23102110,Other Engine Equipment Manufacturing,3510,21528.957,Medium,f81a48406f4cb237d8dbf71a5cf57c0a
596,3650,CMI,CEO,1355.0,0.0,2373.276,2006.025,158.944,1355.0,63.0,15011.17,2011,2000-01-01,,2011-12-31,MALE,23102110,Other Engine Equipment Manufacturing,3510,16741.404,Medium,2dbb5c33e4ee7079f381c78837f4705f
597,3650,CMI,CEO,1162.5,0.0,2432.872,2052.086,77.8,1162.5,49.0,8752.078,2012,2012-01-01,,2022-01-01,MALE,23102110,Other Engine Equipment Manufacturing,3510,20402.305,Medium,6a5fb004e0872145509f7bef6ed65b2a
598,3650,CMI,CEO,1200.0,0.0,2694.832,2880.262,71.48,1200.0,50.0,9393.037,2013,2012-01-01,,2022-01-01,MALE,23102110,Other Engine Equipment Manufacturing,3510,26135.838,Medium,d64d8fc81f4e76755ed46edc3b810153
599,3650,CMI,CEO,1250.0,0.0,2636.666,2233.767,78.05,1250.0,51.0,9566.567,2014,2012-01-01,,2022-01-01,MALE,23102110,Other Engine Equipment Manufacturing,3510,26109.187,Medium,c5df5322926d0f55646c4c63482519e4
600,3650,CMI,CEO,1337.5,0.0,2337.425,2174.854,107.528,1337.5,52.0,9088.937,2015,2012-01-01,,2022-01-01,MALE,23102110,Other Engine Equipment Manufacturing,3510,15340.143,Medium,23815a187b009011c427bc27dd3b545d
601,3650,CMI,CEO,1375.0,0.0,2277.822,3332.84,90.281,1375.0,53.0,10256.054,2016,2012-01-01,,2022-01-01,MALE,23102110,Other Engine Equipment Manufacturing,3510,22892.225,Medium,15d3a7ad8f5a31f305cd144bc1d76d72
602,3650,CMI,CEO,1375.0,0.0,2805.42,3146.501,80.222,1375.0,54.0,13069.843,2017,2012-01-01,,2022-01-01,MALE,23102110,Other Engine Equipment Manufacturing,3510,29180.928,Medium,09a13608c2f0dbaa47cd8fdc5a032dec
603,3650,CMI,CEO,1442.5,0.0,2384.204,2126.071,109.476,1442.5,55.0,12707.894,2018,2012-01-01,,2022-01-01,MALE,23102110,Other Engine Equipment Manufacturing,3510,21061.664,Medium,158d0d8f458b1b473c1de7b2878b30bc
604,3650,CMI,CEO,1542.5,0.0,3226.013,3074.163,75.273,1542.5,56.0,15711.149,2019,2012-01-01,,2022-01-01,MALE,23102110,Other Engine Equipment Manufacturing,3510,26933.48,Medium,43a89856f93a57e6997f41a6bb09ac9d
605,3735,DHR,CEO,1117.778,0.0,6738.383,4258.985,514.854,1117.778,47.0,17030.0,2010,2001-05-01,,2014-09-09,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,30960.5012,Medium,975436b843f066d8e014e3d4122810fd
606,3735,DHR,CEO,1117.778,0.0,7678.268,7382.003,722.068,1117.778,48.0,21650.117,2011,2001-05-01,,2014-09-09,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,32350.8192,Medium,ccb1075c5295eb488d20430f11203b36
607,3735,DHR,CEO,1117.778,0.0,7653.255,7888.608,712.226,1117.778,49.0,21896.867,2012,2001-05-01,,2014-09-09,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,38431.25,Medium,1c69f89427e45d769186ee309a2d3dc6
608,3735,DHR,CEO,1217.778,0.0,7562.15,6004.119,429.478,1217.778,50.0,19703.525,2013,2001-05-01,,2014-09-09,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,53893.32,Medium,51b3b41b39d4b9b5c9bfcd6d2337178b
609,3735,DHR,CEO,1217.778,2101.918,7658.297,2208.118,515.697,3319.696,51.0,13701.808,2014,2001-05-01,,2014-09-09,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,60365.553,Medium,f94393b0ebe55b7a4bcca604280decd8
610,3735,DHR,CEO,1000.0,0.0,3473.408,3048.142,469.606,1000.0,54.0,10591.156,2015,2014-09-09,,2020-09-01,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,63789.984,Medium,0180b92794ef443336e8b6b8e92ebfb9
611,3735,DHR,CEO,1100.0,0.0,4095.424,3762.923,498.587,1100.0,55.0,12956.934,2016,2014-09-09,,2020-09-01,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,53880.848,Medium,983e149818fcd28b04becc880cd93ebe
612,3735,DHR,CEO,1200.0,0.0,5559.897,4413.654,505.927,1200.0,56.0,14779.478,2017,2014-09-09,,2020-09-01,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,64658.412,Medium,3cc5136f000d0d1c5dfe900827b1e720
613,3735,DHR,CEO,1236.0,0.0,5516.165,4478.18,526.52,1236.0,57.0,15361.041,2018,2014-09-09,,2020-09-01,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,72338.68,Medium,9fb9e279f6978ceafbad682555dfc769
614,3735,DHR,CEO,1300.0,0.0,6842.328,5476.607,565.77,1300.0,58.0,18184.705,2019,2014-09-09,,2020-09-01,MALE,23585110,Analytical Laboratory Instrument Manufacturing,3826,106745.34,Medium,28ab8eac6ad39e8a938f23004504cd10
615,3813,TGT,CEO,1500.0,1200.0,8017.549,3189.299,5501.346,2700.0,55.0,23885.423,2010,2008-05-01,1979-01-01,,MALE,87612E10,All Other General Merchandise Retailers (eff_from,5331,38602.4035,Medium,fa014cb13f85ea44d2ad247ba37e838f
616,3813,TGT,CEO,1500.0,1250.0,4857.502,3696.982,5523.988,2750.0,56.0,19491.513,2011,2008-05-01,1979-01-01,,MALE,87612E10,All Other General Merchandise Retailers (eff_from,5331,34006.7773,Medium,9d35aea2faeda2ece8b6d02520ea53de
617,3813,TGT,CEO,1500.0,0.0,5285.245,5248.573,5068.118,1500.0,57.0,20538.353,2012,2008-05-01,1979-01-01,,MALE,87612E10,All Other General Merchandise Retailers (eff_from,5331,38982.573,Medium,92c309251525793429d6015f5d5594a1
618,3813,TGT,CEO,1500.0,0.0,10224.12,0.0,508.875,1500.0,58.0,12952.576,2013,2008-05-01,1979-01-01,,MALE,87612E10,All Other General Merchandise Retailers (eff_from,5331,35849.2118,Medium,1dd3db32ca08e643ff95ec947800d2b4
619,3813,TGT,CEO,595.0,48.39,27354.887,0.0,165.747,643.39,55.0,28164.023,2014,2014-08-12,,,MALE,87612E10,All Other General Merchandise Retailers (eff_from,5331,47126.1525,Medium,72a242fd16d2ae23774ce36cd479c374
